id,accommodation_name,accommodation_type,accommodation_addr,accommodation_score,accommodation_pic,accommodation_price,accommodation_lat,accommodation_lng
125266,횡성 그린별펜션,펜션,강원 횡성군 둔내면 두원리,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.496695083954,128.24243227904
125266,클럽캐슬 리조트,호텔,둔내역 차량 6분,8.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.4895988995,128.2265020638
125266,횡성 페도라펜션,펜션,웰리힐리파크 차량 3분,8.2,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"110,000원",37.500117108242,128.24191520263
125266,횡성 동화속오두막펜션,펜션,청태산 차량 13분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"89,000
70,000원",37.497260367671,128.24198424294
125266,현대수리조트 횡성,호텔,강원 횡성군 둔내면 우용리,7.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.490342298784,128.21349326934
125266,로그하우스,펜션,웰리힐리파크 차량 2분,8.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000원",37.494672057568,128.23913305122
125266,머쉬멜로우 애견&스파펜션,펜션,원주공항 차량 41분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"90,000원",37.497620510547,128.24263215829
125266,횡성 파인벨펜션,펜션,웰리힐리파크 차량 3분,9.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"69,000원",37.496912445847,128.24138188042
125266,횡성 마법의성,펜션,웰리힐리파크 차량 5분,9.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"140,000
100,000원",37.500254380142,128.24186692836
125266,횡성 로그캐빈애견동반독채복층펜션,펜션,웰리힐리파크 차량 12분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000원",37.498151753414,128.24280798152
125266,횡성 네이처스힐펜션,펜션,웰리힐리파크 차량 13분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"150,000원",37.494349162465,128.23914965206
125266,횡성 태기산아침의새소리,펜션,국립횡성숲체원 차량 22분,7.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"50,000원",37.576722570657,128.2618948821
125266,횡성 올림푸스,펜션,강원특별자치도 횡성군 둔내면 두원리,9.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"80,000원",37.491239723466,128.25835749614
125266,횡성 캐빈타운 펜션,펜션,평창보타닉가든 차량 7분,7.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"110,000원",37.498444667315,128.24285795576
125266,횡성 산들독채펜션,펜션,웰리힐리파크 차량 13분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"450,000
405,000원",37.46197869476,128.18998735954
125266,횡성 겨울여행펜션,펜션,웰리힐리파크 차량 7분,9.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"160,000원",37.502698138138,128.23149641178
125266,횡성 청태산힐링펜션,펜션,태기산 차량 25분,6.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"170,000원",37.521642221055,128.25567497731
125266,산천토담집,펜션,웰리힐리파크 차량 3분,8.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"60,000원",37.496714412588,128.24700172947
125266,횡성 노섬브리아펜션,펜션,웰리힐리파크 차량 16분,8.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"120,000원",37.508701330231,128.25710187299
125266,횡성 숲속의바이올린펜션,펜션,둔내역강릉선 차량 7분,8.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"150,000원",37.497883944955,128.24241839383
125266,횡성 꿈속에그린펜션,펜션,웰리힐리파크 차량 9분,7.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"110,000원",37.493421347823,128.25674369543
125405,경주 댕바우,모텔,경북 경주시 양북면 봉길리,9.1,https://image.goodchoice.kr/resize_1000X500x0/adimg_new/58568/9858/7c8f70392aec47c9e43c6bbaf568199e.jpg,"100,000
숙박 예약 80,000원",35.737555474422,129.48337587686
125406,현풍 히든,모텔,대구 달성군 유가읍 유곡리,9.4,https://image.goodchoice.kr/resize_1000X500x0/adimg_new/5345/31934/80377efcecdaaeadc0952558213fe9b0.jpg,"숙박 55,000원",35.670306826328,128.44972046842
125406,호텔아젤리아 (비슬산유스호스텔),호텔,비슬산자연휴양림 앞,9.5,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2017/12/07/5a2885457badc.jpg,숙박 다른날짜 확인,35.692198667806,128.50609917505
125407,문경 스테이201 호텔,모텔,경북 문경시 흥덕동,9.5,https://image.goodchoice.kr/resize_1000X500x0/adimg_new/74197/507071/8d515c7fd3dbfa8a3e5ecb718faf1390.jpg,"숙박 50,000원",36.600015044772,128.20187477375
125407,문경 STX 호텔&리조트,호텔,쌍룡계곡 차량 3분,8.7,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2018/01/09/5a5427a8cf56f.jpg,숙박 다른날짜 확인,36.5690632769,127.9643680773
125407,호미인문경1,펜션,문경새재도립공원 차량 10분,8.3,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2023/05/18/13/homyinn1_QqDpAZen_01_r.jpg,"100,000원",36.657760033139,128.12920989612
125407,문경 산내음 펜션,펜션,쌍용계곡 도보 1분,10.0,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2023/05/23/646c4e0f0c9d6.png,"130,000원",36.563438006614,127.96753713884
125407,문경 스위트호텔-SWEET HOTEL,모텔,경북 문경시 점촌동,9.6,https://image.goodchoice.kr/resize_1000X500x0/adimg_new/2504/119273/b85cf3bab7afdeedd49ccc3f5305fc63.jpg,"숙박 60,000원",36.59482511,128.2025391
125407,경상문경청산펜션,펜션,경천호 차량 18분,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"120,000원",36.778161381032,128.28575020159
125407,호미인문경2,펜션,문경새재도립공원 차량 10분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"140,000원",36.655515933939,128.09659152386
125407,문경 더 폴라리스,펜션,경천호 차량 26분,9.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000원",36.787236627127,128.2750833157
125407,다락골초록원펜션,펜션,쌍룡계곡 차량 5분,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000원",36.547962180892,127.96391443746
125407,문경그랜드리조트,호텔,문경새재도립공원 도보 6분,9.2,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"남은 객실 2개
 120,000원",36.760122890908,128.07401710956
125407,문경 W,모텔,경북 문경시 모전동,9.3,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 40,000원",36.58731283,128.1893315
125407,문경 더베스트,모텔,경북 문경시 문경읍 상초리,9.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 예약 90,000원",36.759836206188,128.07815733683
125407,문경 아리랑,모텔,경북 문경시 문경읍 하리,9.2,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 50,000원",36.72859186,128.108997
125407,문경 E,모텔,경북 문경시 점촌동,8.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 35,000원",36.5975624952,128.20308678
125407,문경 샵 Sharp Motel 井号宾馆,모텔,경북 문경시 점촌동,8.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 예약 70,000원",36.597633858761,128.203167343
125407,문경 텐,모텔,경북 문경시 점촌동,9.1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 40,000원",36.59747498,128.2042565
125407,라마다 문경새재,호텔,문경버스장 차량 10분,8.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"211,000
150,000원",36.7618321709,128.0778493049
125407,문경새재리조트,호텔,문경활공랜드 부근,8.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,판매 완료,36.738044027655,128.16022951727
125407,문경 비밀정원 연휴,펜션,경천호 차량 28분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"150,000원",36.78546323225,128.27566646998
125407,문경 여우펜션,펜션,하늘재 차량 12분,9.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000원",36.797526272854,128.1885808396
125407,문경 추억만들기펜션,펜션,쌍용계곡 차량 3분,9.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"90,000원",36.561689375242,127.96954786557
125407,문경 젠틀펫 파라다이스,캠핑,경북 문경시 문경읍 진안리,8.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"남은 객실 1개
 90,000원",36.742322934386,128.08204740411
125407,문경 가휴펜션,펜션,문경온천 차량 15분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"80,000원",36.777418274772,128.14887681707
125407,문경 소풍,모텔,경북 문경시 호계면 별암리,9.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 예약 50,000원",36.64473206,128.1865864
125407,문경 힐하우스펜션,펜션,쌍용계곡 도보 1분,9.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,36.563340312924,127.96826021317
125407,문경 쌍용밸리하우스,펜션,문경에코랄라 차량 20분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"90,000원",36.56515578906,127.96186975917
125407,점촌 퀸,모텔,경북 문경시 흥덕동,9.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 40,000원",36.599902731153,128.20369977513
125407,문경 아이리스,모텔,경북 문경시 공평동,9.2,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 예약 40,000원",36.60708127,128.1679748
125407,문경 더모스트 풀빌라,펜션,문경버스터미널 차량 3분,8.3,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"115,000원",36.731123977552,128.0959536684
125407,문경 아모르 무인텔,모텔,경북 문경시 점촌동,9.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 예약 60,000원",36.59702627,128.2040752
125407,J&M 펜션,펜션,쌍룡계곡 차량 7뷴,9.1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,36.5811855982,127.9997317267
125407,문경 C,모텔,경북 문경시 점촌동,8.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 50,000원",36.59582291,128.2018841
125407,문경 애플하우스펜션,펜션,조령산 차량 1분,9.1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000원",36.754089671095,128.07976018586
125407,문경 더모스트글램핑,캠핑,문경유교문화관 차량 5분,8.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,36.731193966649,128.09613243359
125407,문경 팜스토리펜션,펜션,문경온천 차량 5분,8.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"150,000원",36.738814438975,128.12955817337
125407,문경 아람펜션,펜션,문경새재 차량 30분,8.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"70,000원",36.731820691478,128.22322432225
125407,힐스카이,펜션,하늘재 차량 2분,9.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"340,000원",36.812906537028,128.1234881206
125407,문경 거기그곳에펜션,펜션,쌍룡계곡 차량 9분,8.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"70,000원",36.534769241252,127.9657845043
125407,문경 가은에정원펜션,펜션,경북 문경시 가은읍 갈전리,8.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"150,000원",36.634352496472,128.07856179515
125407,문경관광호텔,호텔,문경새재도립공원 내,7.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,36.760977566562,128.07828978292
125407,문경 선유동펜션,펜션,경북 문경시 가은읍 완장리,8.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000원",36.671491507639,127.98036423516
125407,문경 속리뜰펜션,펜션,용추계곡 차량 26분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"130,000원",36.570844054149,127.97841172897
125408,주노글램핑 청송점,캠핑,절골계곡 차량 23분,8.9,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2023/10/12/18/1697099830459T97ouF9GkCYdfFSfzJJ.jpg,"138,000원",36.292890476838,129.15696559854
125409,가평 더캠프카라반글램핑,캠핑,가평양떼목장 차량 11분,9.8,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2022/11/30/638709b37d3df.jpg,숙박 다른날짜 확인,37.669020572501,127.50317618737
125409,가평 호랑이캠핑,캠핑,쁘띠프랑스 차량 23분,9.2,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2022/10/20/6350c8218a54b.jpg,숙박 다른날짜 확인,37.701361785819,127.45491149285
125409,가평 돌궁 펜션 캠핑장,캠핑,쁘띠프랑스 차량 26분,9.7,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2023/03/30/14/WIsShTlgkQVe.jpg,"남은 객실 1개
 40,000원",37.597996765645,127.49779797967
125409,가평 라포레 계곡 수영장 스파 펜션,펜션,쁘띠프랑스 차량 19분,8.8,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2023/09/13/16/fDHOwcn3lQX4.jpg,"62,100원",37.69338205895,127.46042037045
125409,카스타나,펜션,자라섬 차량 30분,10.0,https://image.goodchoice.kr/resize_1000X500x0/affiliate/2023/08/08/10/1691345199135vgwUOtR8v00Dp4sgR9r.jpg,"190,000
180,500원",37.694559781133,127.46010348944
125409,가평 밸리247 독채 풀펜션,펜션,쁘띠프랑스 차량 12분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.660052390203,127.50706772375
125409,풀하우스펜션,펜션,경기 가평군 설악면 위곡리,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"350,000원",37.655001798943,127.51336020633
125409,가평 라비타키즈풀빌라,펜션,경기 가평군 설악면 회곡리,9.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"339,000
322,000원",37.684348752345,127.46811096011
125409,가평 유명산 옹달샘 가족 힐링 펜션,펜션,유명산휴양림 차량 2분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"60,000원",37.59304981712,127.48872469345
125409,아이놀터키즈풀빌라,펜션,경기 가평군 설악면 이천리,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"600,000
265,500원",37.65854938068,127.4462205161
125409,땡큐도그애견펜션,펜션,청평호반 차량 7분,8.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"60,000원",37.687461708906,127.46924067071
125409,별빛펜션,펜션,쁘띠프랑스 차량 14분,7.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"60,000원",37.686859979897,127.46832684435
125409,가평 아란풀빌라,펜션,쁘띠프랑스 차량 28분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"170,000원",37.616267113632,127.53207528601
125409,청평 1234 스파펜션,펜션,쁘띠프랑스 차량 14분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"120,000원",37.698193716225,127.44732692619
125409,초록빛하루,펜션,경기 가평군 설악면 위곡리,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"390,000
292,500원",37.677751605166,127.53967499591
125409,가평 리버빌 펜션,펜션,쁘띠프랑스 차량 18분,9.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.708249246902,127.44829777141
125409,가평 까사스위스,펜션,경기 가평군 설악면 이천리,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.665857100882,127.45199223332
125409,가평호텔 스위티안,호텔,설악IC 차량 3분,9.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.694692750605,127.48822675138
125409,가평 샤인키즈풀빌라,펜션,쁘띠프랑스 차량 21분,10.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"230,000원",37.692795186437,127.46080767881
125409,가평 아린글램핑,캠핑,쁘띠프랑스 차량 18분,9.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"남은 객실 1개
 109,000원",37.698786199703,127.45964792822
125409,가평 달빛정원글램핑앤카라반,캠핑,경기 가평군 설악면 가일리,9.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"남은 객실 1개
 128,000원",37.593132278459,127.48725947889
125409,가평 강산호펜션,펜션,청평호 차량 10분,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"110,000원",37.705643603024,127.44579100843
125409,펜션다알리아,펜션,중미산 차량 9분,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"110,000원",37.59187227793,127.48999567024
125409,가평 네잎클로버 카라반 글램핑,캠핑,경기 가평군 설악면 설곡리,9.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"69,000원",37.617221677943,127.50973102437
125409,가평 청운몽,펜션,경기 가평군 설악면 사룡리,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.698686720756,127.49009926743
125409,반디빌리지,펜션,경기 가평군 설악면 엄소리,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"359,000원",37.645365057669,127.50742846099
125409,가평 별소네펜션,펜션,경기 가평군 설악면 설곡리,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.626019945623,127.51439442456
125409,가평 세라핌글램핑,캠핑,유명산계곡 차량 9분,8.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"남은 객실 1개
 49,000원",37.623997425435,127.51367183232
125409,가평 하이네펜션,펜션,쁘띠프랑스 차량 12분,8.2,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"80,000원",37.698674469843,127.50283114333
125409,쁘띠독 애견 펜션,펜션,경기 가평군 설악면 회곡리 산,-1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"230,000
130,000원",37.7192939935,127.43277547051
125409,가평 화이트큐브24 노천스파펜션,펜션,청평호 앞,9.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000
95,000원",37.699095049458,127.50194103575
125409,가평 별똥별글램핑&카라반펜션,캠핑,쁘띠프랑스 차량 21분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"159,000원",37.59243017331,127.48661855821
125409,가평 더스퀘어24 스파펜션,펜션,쁘띠프랑스 차량 11분,9.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"85,000
81,000원",37.69921955564,127.5016463797
125409,가평 빌라퍼즈,펜션,쁘띠프랑스 차량 19분,9.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.699263161916,127.46038961351
125409,가평 서락나인,펜션,경기 가평군 설악면 방일리,9.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"275,000원",37.6153139894,127.485819637
125409,가평 더큐24 풀빌라펜션,펜션,오토캠핑장 차량 4분,9.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"115,000
112,000원",37.608246650364,127.52437453625
125409,어부바펜션,펜션,경기 가평군 설악면 가일리,9.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"250,000원",37.603226642714,127.49220400396
125409,글램핑클럽레스피아 in 가평,캠핑,쁘띠프랑스 차량 15분,7.2,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.66389060446,127.54450442318
125409,킹덤키즈풀빌라리조트,펜션,쁘띠프랑스 차량 15분,9.7,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"540,000
400,000원",37.706546460825,127.54094085473
125409,어거스트청평,펜션,청평호 차량 11분,8.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"110,000
88,800원",37.701126641432,127.49707008809
125409,가평 오즈 펜션,펜션,유명산휴양림 차량 2분,9.3,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"69,000원",37.597083046513,127.49424706144
125409,가평 유명산힐링캠프펜션,캠핑,어비계곡 차량 2분,9.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"남은 객실 1개
 60,000원",37.59088316052,127.51313176143
125409,가평 산아래 펜션,펜션,유명산계곡 부근,9.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"50,000원",37.59296580584,127.48834244879
125409,가평 울라프 키즈풀빌라,펜션,경기 가평군 설악면 사룡리,8.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"159,000
60,000원",37.697862520151,127.50441286985
125409,가평 천섬리버뷰 스파&테라스 펜션,펜션,경기 가평군 설악면 사룡리,9.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"109,000원",37.697217926489,127.49212002747
125409,개울가오토캠핑장,캠핑,중미산 차량 11분,9.1,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"남은 객실 1개
 50,000원",37.603003173865,127.49492458431
125409,가평 설곡옻샘펜션,펜션,어비계곡 차량 16분,9.3,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"100,000원",37.619895075705,127.51336496213
125409,가평 새연글램핑카라반설악2호점,캠핑,쁘띠프랑스 차량 12분,6.9,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"남은 객실 1개
 59,000원",37.683249442498,127.47027138806
125409,가평 무지개 펜션,펜션,쁘띠프랑스 차량 11분,9.3,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"59,000원",37.682802981951,127.4701658602
125409,가평 화야산장 펜션,펜션,화야산 차량 2분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"70,000원",37.677857376815,127.44499215755
125409,가평 블루엘 스파&독채 풀빌라,펜션,쁘띠프랑스 차량 10분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"233,400원",37.6852738617,127.5323442943
125409,가평 펜션쥬얼리,펜션,호명호수 차량 25분,9.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"80,000원",37.696062812453,127.50807051601
125409,가평 스테른 키즈 풀빌라,펜션,쁘띠프랑스 차량 15분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"210,000원",37.692880457661,127.4607283863
125409,가평 캠프통포레스트,펜션,쁘띠프랑스 차량 9분,8.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,숙박 다른날짜 확인,37.702876524736,127.492210052
125409,가평 캠프스테이714,캠핑,쁘띠프랑스 차량 19분,9.5,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"119,000원",37.633647265355,127.47540688744
125409,가평 리즈밸리글램핑펜션,캠핑,유명산 차량 6분,9.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"150,000원",37.591956802123,127.51287599242
125409,가평 호텔 하우스,모텔,경기 가평군 설악면 사룡리,9.0,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"숙박 예약 119,000원",37.697981521928,127.48984188179
125409,가평 베라노펜션,펜션,쁘띠프랑스 차량 9분,7.6,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"120,000원",37.702550775759,127.48827806077
125409,가평 여울 키즈 펜션,펜션,청평호 차량 12분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"53,100원",37.681715180386,127.47011308196
125409,가평 돌고래 수상리조트,모텔,경기 가평군 설악면 회곡리,9.3,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"120,000
숙박 예약특가 60,000원",37.7140303737,127.4422187188
125409,가평 숲속다람쥐펜션,펜션,유명산 차량 15분,9.4,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"90,000원",37.628131438802,127.53269783117
125409,가평 드보르펜션,펜션,청평역 차량 26분,9.8,https://image.goodchoice.kr/images/web_v3/bg_trans.png,"170,000원",37.659807360683,127.47957026086
